Anglican Nonconformist
unsteadily steadily
unsteadiness steadiness
unsteady steady
unstimulating stimulating
unstoppable stoppable
unstrain strain
unstrap strap
unstratified stratified
unstratified_language stratified_language
unstressed stressed
unstring string
unstructured structured
unstuck stuck
unstudied studied
unstuff stuff
unsuccessful successful
unsuccessfully successfully
unsuitability suitability
unsuitableness suitableness
unsuitably suitably
unsupervised supervised
unsupported supported
unsupportive supportive
unsure sure
unsurprised surprised
unsurprising surprising
unsusceptibility susceptibility
unsusceptible susceptible
unsuspected suspected
unswept swept
unsworn sworn
unsympathetic sympathetic
unsympathetically sympathetically
unsystematic systematic
unsystematically systematically
untalented talented
untangled tangled
untanned tanned
untapped tapped
untempered tempered
untheatrical theatrical
unthematic thematic
unthinkable thinkable
unthoughtfulness thoughtfulness
untidiness tidiness
untidy tidy
untie tie
untied tied
untimbered timbered
untimeliness timeliness
untipped tipped
untouched touched
untraceable traceable
untrained trained
untranslatable translatable
untraveled traveled
untreated treated
untrimmed trimmed
untroubled troubled
untrustiness trustiness
untrustworthiness trustworthiness
untrustworthy trustworthy
untruthful truthful
untruthfully truthfully
untruthfulness truthfulness
untucked tucked
untune tune
unturned turned
untwine twine
untwist twist
ununderstood understood
unusual usual
unusualness usualness
unvaried varied
unvariedness variedness
unveil veil
unveiled veiled
unventilated ventilated
unvoiced voiced
unwanted wanted
unwarily warily
unwariness wariness
unwary wary
unwaxed waxed
unweaned weaned
unwearable wearable
unweave weave
unwebbed webbed
unwelcome welcome
unwellness wellness
unwholesome wholesome
unwholesomeness wholesomeness
unwieldy wieldy
unwilling willing
unwillingly willingly
unwillingness willingness
unwind wind
unwire wire
unwitting witting
unwittingly wittingly
unwomanly womanly
unwooded wooded
unworldly worldly
unworthiness worthiness
unworthy worthy
unwoven woven
unwrap wrap
unwrapped wrapped
unwrinkled wrinkled
unwritten written
unyoke yoke
unzip zip_up
up down
upgrade downgrade
upland lowland
upload download
upmarket downmarket
upper-class lower-class
upper-class middle-class
uppercase lowercase
upriver downriver
upstage downstage
upstairs downstairs
upstream downstream
uptick downtick
uptime downtime
uptown downtown
upward downward
upwardly downwardly
upwards downwards
upwind downwind
urban rural
urban_area rural_area
urbanity rusticity
used misused
useful useless
usefully uselessly
usefulness uselessness
useless useful
uselessly usefully
uselessness usefulness
usual unusual
usualness unusualness
utility inutility
utopia dystopia
utopian dystopian
vagile sessile
valgus varus
valid invalid
validate invalidate
valuable worthless
variability invariability
variable invariable
variableness invariableness
varied unvaried
variedness unvariedness
varietal generic
varietal_wine generic_wine
varus valgus
vascular avascular
veer back
veil unveil
veiled unveiled
venial_sin mortal_sin
ventilated unventilated
ventral dorsal
veracity mendacity
verbal numerical
verboseness terseness
vernal autumnal
vernal summery
vernal wintry
vernal_equinox autumnal_equinox
verso recto
vertebrate invertebrate
vertical horizontal
vertical inclined
victory defeat
violable inviolable
violate conform_to
violent nonviolent
violently nonviolently
virtuous wicked
virulent avirulent
visibility invisibility
visible invisible
visibly invisibly
vitalize devitalize
viviparous oviparous
viviparous ovoviviparous
vocal instrumental
vocalic consonantal
voice devoice
voiced unvoiced
volatile nonvolatile
volatile_storage non-volatile_storage
volatile_storage nonvolatile_storage
volley ground_stroke
voltaic_cell electrolytic_cell
voluble taciturn
voluntarily involuntarily
voluntary involuntary
volunteer draftee
vomit keep_down
vowel consonant
vulnerability invulnerability
vulnerable invulnerable
wake sleep
wake_up fall_asleep
wakefulness sleepiness
waking sleeping
walk ride
walleyed cross-eyed
wane wax
waning waxing
wanted unwanted
war make_peace
war peace
warily unwarily
wariness unwariness
warm cool
warm-blooded cold-blooded
warmhearted coldhearted
wary unwary
washable nonwashable
waste conserve
wasteful thrifty
wave_theory corpuscular_theory
wave_theory_of_light corpuscular_theory_of_light
wax wane
waxed unwaxed
waxing waning
weak strong
weak_part good_part
weak_point strong_point
weaken strengthen
weakening strengthening
weakly strongly
weakness strength
wealth poverty
weaned unweaned
wearable unwearable
weave unweave
webbed unwebbed
weed cultivated_plant
weedless weedy
weedy weedless
weigh_down lighten
weightless weighty
weighty weightless
welcome say_farewell
welcome unwelcome
well badly
well ill
well-advised ill-advised
well-being ill-being
well-defined ill-defined
wellness illness
wellness unwellness
west east
westerly easterly
western eastern
wet dry
wet-bulb_thermometer dry-bulb_thermometer
wet_fly dry_fly
wetness dryness
wheeled wheelless
wheelless wheeled
whisper shout
white black
white-collar blue-collar
whiten blacken
whole fractional
whole half
whole_milk skim_milk
wholesale retail
wholesome unwholesome
wholesomeness unwholesomeness
wholly partly
wicked virtuous
wide narrow
widen narrow
wideness narrowness
widening narrowing
wieldy unwieldy
wife husband
wifely husbandly
wigged wigless
wigless wigged
wild tame
wildness tameness
willing unwilling
willingly unwillingly
willingness unwillingness
win lose
wind unwind
windward leeward
winged wingless
wingless winged
winner loser
winnings losings
winter_solstice summer_solstice
winterize summerize
wintry autumnal
wintry summery
wintry vernal
wire unwire
wired wireless
wireless wired
wisdom folly
wise foolish
wisely foolishly
wish begrudge
withdraw deposit
withholder granter
witting unwitting
wittingly unwittingly
woman man
womanly unwomanly
won lost
wooded unwooded
woody nonwoody
work idle
work_time time_off
workday rest_day
worker nonworker
worldliness otherworldliness
worldly unworldly
worn new
worry reassure
worse better
worsen better
worsening bettering
worst best
worth worthlessness
worthiness unworthiness
worthless valuable
worthlessness worth
worthy unworthy
woven unwoven
wrap unwrap
wrapped unwrapped
wrinkled unwrinkled
written spoken
written unwritten
wrong right
wrongfulness rightfulness
wrongly right
wrongness rightness
xenogeneic allogeneic
xeric hydric
xeric mesic
yang yin
yea nay
year-round seasonal
yes no
yield stand
yin yang
yoke unyoke
young aged
young old
youngness oldness
zenith nadir
zip_up unzip
zonal azonal
zygodactyl heterodactyl
zygodactyl_foot heterodactyl_foot
zygomorphic actinomorphic
